"","Segment","Balance","QualMiles","BonusMiles","BonusTrans","FlightMiles","FlightTrans","DaysSinceEnroll"
"630",3,747983,0,26117,15,50,1,6427
"631",2,415070,588,153183,41,3802,20,6423
"632",1,18111,0,4625,26,0,0,6463
"633",1,41526,0,0,0,0,0,6406
"634",1,38021,0,5538,9,0,0,6407
"635",1,17500,0,0,0,0,0,6400
"636",1,5906,0,280,1,0,0,6395
"637",1,70133,0,7396,16,0,0,6392
"638",4,32010,0,12315,6,650,2,6421
"639",3,82605,0,23049,15,0,0,6417
"640",2,77285,0,63841,32,0,0,6417
"641",1,15219,0,0,0,0,0,6427
"642",4,54889,0,13150,4,0,0,6438
"643",1,8910,0,150,1,150,1,6413
"644",1,49891,0,500,1,500,1,6392
"645",1,10484,0,0,0,0,0,6375
"646",1,15496,0,0,0,0,0,6324
"647",1,16714,0,0,0,0,0,6214
"648",4,25835,0,15153,15,0,0,6142
"649",1,3487,0,710,1,0,0,6059
"650",4,347096,0,12000,6,0,0,6408
"651",4,155962,1199,16510,16,50,1,6406
"652",4,160572,0,8163,18,500,1,6403
"653",1,257068,2586,5900,4,400,1,6420
"654",3,48410,0,37869,16,500,1,6395
"655",1,33269,0,4675,10,200,1,6396
"656",1,25685,0,185,3,0,0,6382
"657",1,50500,0,4765,14,0,0,6380
"658",3,97486,0,22707,15,0,0,6387
"659",4,323459,0,12000,8,1500,3,6378
"660",4,11821,0,10697,10,0,0,6387
"661",3,37039,0,29976,18,0,0,6375
"662",1,28306,0,233,3,0,0,6371
"663",2,109532,0,128048,53,7939,26,6372
"664",3,91974,0,19223,18,500,1,6372
"665",3,65823,0,28208,19,300,3,6373
"666",4,104824,0,14582,15,0,0,6366
"667",1,16061,0,2750,11,0,0,6366
"668",1,55237,0,5547,14,0,0,6358
"669",1,10491,0,5025,11,150,1,6357
"670",3,192334,0,33950,21,1450,4,6366
"671",2,45501,0,49656,17,316,1,6375
"672",1,18661,0,0,0,0,0,6352
"673",3,89668,0,29130,14,0,0,6350
"674",4,53327,0,8650,6,650,2,6350
"675",2,133143,0,43643,14,50,1,6385
"676",3,22268,0,23582,15,200,1,6339
"677",1,26556,3490,2845,14,720,4,6339
"678",3,9601,0,20467,16,0,0,6338
"679",4,280561,0,12154,13,0,0,6337
"680",1,146248,0,2900,4,1400,3,6333
"681",1,9483,0,1000,1,0,0,6340
"682",1,119082,5051,4230,17,3600,14,6340
"683",3,232171,0,22258,30,650,2,6340
"684",2,369816,1745,46942,35,7266,17,6340
"685",1,37381,0,6091,16,0,0,6332
"686",2,173543,0,92752,25,0,0,6329
"687",1,31211,0,280,4,100,1,6330
"688",2,47780,0,88773,20,250,2,6329
"689",3,79479,0,23167,13,0,0,6118
"690",3,81960,0,37072,22,700,7,6326
"691",1,20162,0,2750,15,0,0,6324
"692",3,105683,0,28386,17,0,0,6361
"693",3,234327,0,30406,28,150,2,6319
"694",3,463494,0,27390,17,750,1,6323
"695",1,17334,0,6783,27,50,1,6318
"696",1,57909,0,5150,4,0,0,6323
"697",1,17949,0,0,0,0,0,6312
"698",3,529477,0,31624,28,2098,5,6311
"699",1,71543,0,0,0,0,0,6305
"700",4,111897,0,14728,14,0,0,6310
"701",1,61598,0,0,0,0,0,6311
"702",2,417875,0,44472,18,0,0,6308
"703",2,340874,0,68090,43,5676,27,6305
"704",1,32774,0,0,0,0,0,6304
"705",2,242910,1115,103935,18,500,1,6296
"706",2,137843,0,45416,24,250,1,6302
"707",1,30530,0,5590,12,2950,9,6298
"708",1,30973,0,0,0,0,0,6298
"709",1,238749,0,7134,14,3134,12,6297
"710",1,16803,0,1287,6,0,0,6291
"711",1,23553,810,1587,4,487,2,6295
"712",3,48161,0,41174,24,0,0,6294
"713",1,21616,0,0,0,0,0,6291
"714",4,13114,0,14029,13,0,0,6289
"715",3,117120,0,41278,17,500,1,6288
"716",4,52987,0,17510,15,0,0,6289
"717",3,150176,0,29999,17,400,1,6284
"718",3,19002,0,22675,21,0,0,6277
"719",2,60976,0,97318,31,7000,14,6282
"720",1,50675,0,1100,2,100,1,6282
"721",1,65466,0,5488,13,0,0,6280
"722",3,64280,0,21721,18,0,0,6280
"723",1,14523,0,4197,4,0,0,6276
"724",3,384470,0,20468,16,0,0,6280
"725",1,9157,0,75,2,0,0,6274
"726",2,151904,733,76440,25,950,8,6273
"727",2,13781,0,48914,19,500,1,6269
"728",4,40567,0,18122,16,0,0,6268
"729",4,43090,0,11411,10,0,0,6259
"730",1,1875,0,1250,3,0,0,6266
"731",3,126555,0,41253,19,0,0,6280
"732",2,16472,0,45517,12,0,0,6262
"733",1,21270,0,318,10,0,0,6256
"734",1,33410,0,818,12,0,0,6255
"735",1,15750,0,1065,3,0,0,6254
"736",4,104665,0,9547,12,0,0,6249
"737",2,86285,0,61274,14,0,0,6249
"738",1,41967,0,2125,10,0,0,6247
"739",4,35026,0,9799,27,500,1,6247
"740",2,138411,0,53843,14,0,0,6247
"741",4,127693,0,17383,15,0,0,6246
"742",2,52050,0,43190,14,0,0,6245
"743",1,37162,0,0,0,0,0,6241
"744",3,440265,4081,22750,15,1250,10,6234
"745",4,66572,0,8048,14,450,2,6240
"746",3,237093,0,42020,15,0,0,6240
"747",1,79561,0,6333,12,400,2,6231
"748",4,131528,0,10365,17,500,1,6227
"749",1,11820,0,2045,5,0,0,6227
"750",1,20810,0,1713,13,0,0,6225
"751",2,189423,0,63584,31,600,1,6476
"752",1,96477,0,2987,13,0,0,6221
"753",4,106471,0,8444,5,100,1,6220
"754",3,33374,0,20441,13,0,0,6214
"755",2,210018,0,48914,16,0,0,6217
"756",1,26740,0,619,7,0,0,6213
"757",3,244216,0,39166,14,0,0,6214
"758",3,76737,0,34648,31,0,0,6211
"759",4,20999,0,15914,13,0,0,6206
"760",4,43179,0,11915,6,0,0,6214
"761",4,119214,0,10028,16,0,0,6205
"762",1,14988,0,2100,10,0,0,6203
"763",1,21334,0,5472,20,0,0,6200
"764",2,104307,0,51769,24,450,1,6197
"765",2,34357,0,73622,25,100,1,6198
"766",3,231437,0,31266,26,1550,4,6340
"767",1,14662,0,1110,12,0,0,6197
"768",3,13144,0,18615,18,0,0,6196
"769",4,10978,0,14313,11,0,0,6193
"770",2,150698,0,43589,20,1200,4,6193
"771",1,18035,0,811,2,0,0,6193
"772",1,194604,0,6606,10,0,0,6190
"773",1,117852,2376,11406,21,3850,13,6186
"774",3,32356,0,22918,19,0,0,6571
"775",3,44247,948,40939,26,0,0,6184
"776",1,23431,0,3546,10,0,0,6182
"777",4,37773,0,8436,15,0,0,6179
"778",1,245758,0,2750,4,750,2,6179
"779",1,63587,0,500,1,500,1,6184
"780",1,15088,0,5625,15,0,0,6177
"781",2,152539,0,65972,14,0,0,6187
"782",2,333500,0,69780,23,1258,4,6171
"783",1,15064,0,2910,9,0,0,6171
"784",1,19032,0,2375,12,0,0,6169
"785",4,66434,0,13041,13,0,0,6230
"786",1,146097,0,6919,16,0,0,6165
"787",1,8207,0,1750,7,0,0,6184
"788",3,293648,0,22148,15,0,0,6161
"789",3,147472,0,20645,16,0,0,6163
"790",4,103993,0,14149,13,100,1,6158
"791",1,34651,0,4000,6,500,1,6157
"792",2,102339,0,47498,19,0,0,6156
"793",2,149167,0,48521,13,0,0,6155
"794",3,105249,0,36093,15,0,0,6153
"795",1,55610,0,5095,13,0,0,6151
"796",1,70391,0,6000,4,0,0,6150
"797",3,74645,0,40367,18,0,0,6147
"798",3,26939,0,29264,15,0,0,6148
"799",2,207655,500,78967,31,0,0,6144
"800",1,7421,0,0,0,0,0,6142
"801",2,74924,6286,59650,13,0,0,6141
"802",1,17599,0,100,1,0,0,6029
"803",1,5594,0,370,1,0,0,5835
"804",4,66122,0,11756,13,0,0,5630
"805",1,12024,0,0,0,0,0,5119
"806",4,42044,2253,11433,10,0,0,6140
"807",2,83105,0,65077,28,753,3,6137
"808",3,152063,0,34257,19,1100,3,6159
"809",3,59546,0,20730,4,0,0,6135
"810",1,1258,0,475,4,0,0,6134
"811",1,75181,0,2455,7,1100,3,6133
"812",3,68255,0,19077,22,400,2,6130
"813",2,58229,0,53108,16,500,1,6137
"814",3,97349,0,42774,14,0,0,6128
"815",2,131424,0,58814,14,50,1,6128
"816",3,24011,0,20442,9,0,0,6123
"817",1,64538,0,0,0,0,0,6123
"818",1,3832,0,1000,1,0,0,6120
"819",2,3268,0,52263,32,0,0,6120
"820",1,36790,0,7158,14,0,0,6133
"821",1,363165,2565,5950,11,1850,8,6116
"822",1,179382,0,4225,7,0,0,6115
"823",4,218207,0,8500,4,0,0,6114
"824",2,765738,0,62133,14,0,0,6112
"825",1,54265,0,0,0,0,0,6109
"826",4,69959,0,16504,13,0,0,6108
"827",4,86380,2643,13500,3,0,0,6102
"828",1,48321,0,0,0,0,0,6102
"829",3,78130,0,37251,15,900,2,6120
"830",4,25333,0,11229,16,300,2,6099
"831",3,54522,0,21221,45,2500,5,6125
"832",3,75413,0,31726,18,0,0,6094
"833",2,292533,0,64186,15,1000,2,6095
"834",1,114932,8559,3150,13,1650,12,6092
"835",3,18932,0,24660,22,0,0,6091
"836",2,35997,0,71171,19,900,5,6088
"837",3,136664,0,36024,15,0,0,6086
"838",3,173191,0,31503,13,0,0,6084
"839",1,16528,0,250,2,0,0,6081
"840",3,119932,0,22463,26,5177,11,6077
"841",3,144171,0,33200,15,0,0,6073
"842",2,77109,0,60000,7,0,0,6071
"843",3,144973,0,23703,14,0,0,6280
"844",1,75027,0,1390,3,500,1,6067
"845",2,96387,0,43512,20,0,0,6065
"846",1,34854,0,750,5,650,4,6063
"847",4,44307,0,7944,8,0,0,6060
"848",2,73836,0,64748,19,0,0,6087
"849",1,20126,0,0,0,0,0,6053
"850",3,56268,0,33447,14,100,1,6017
"851",2,25629,0,107308,36,600,2,5966
"852",3,70774,0,32635,31,1400,14,5931
"853",1,6371,0,1404,8,0,0,5905
"854",4,95595,0,12060,14,0,0,5877
"855",3,51843,0,40997,17,0,0,5859
"856",3,84868,0,33187,15,0,0,6057
"857",1,79629,0,2550,2,50,1,6091
"858",1,58620,0,2125,10,0,0,6051
"859",2,70380,0,74399,12,0,0,6050
"860",3,93473,0,20257,15,0,0,6049
"861",3,131621,0,27846,31,6047,11,6045
"862",4,195563,0,16715,13,0,0,6042
"863",1,21138,0,4500,2,0,0,6031
"864",1,93319,0,270,3,100,1,6043
"865",2,56606,3818,61634,14,100,1,6039
"866",3,38763,0,34652,13,0,0,6037
"867",4,16430,0,8528,12,0,0,6036
"868",4,61440,0,8156,25,0,0,6032
"869",1,206648,0,5132,16,2450,11,6030
"870",4,323273,0,9000,5,500,1,6028
"871",3,76702,0,21568,17,0,0,6025
"872",4,19348,0,17059,19,0,0,6022
"873",4,31669,0,8384,15,0,0,6018
"874",1,40902,0,4850,7,1350,5,6018
"875",1,16906,0,2750,15,0,0,6017
"876",4,65508,0,14000,7,2500,5,6015
"877",1,10152,0,0,0,0,0,6010
"878",3,21461,0,40806,28,0,0,6011
"879",1,28979,0,6494,12,0,0,6010
"880",1,24711,0,3193,11,500,1,6009
"881",2,301447,0,63866,18,500,1,6004
"882",3,234308,0,21078,15,200,1,6007
"883",1,37832,0,0,0,0,0,6004
"884",3,135168,0,29156,16,300,2,6002
"885",3,134650,0,40232,17,2055,2,6000
"886",3,20665,0,19947,16,0,0,5997
"887",1,5546,0,2631,6,0,0,5995
"888",3,91736,0,26724,14,0,0,5994
"889",1,444159,0,0,0,0,0,5993
"890",1,94167,0,6500,4,500,1,5990
"891",4,132256,0,15040,24,899,3,5988
"892",2,149959,0,85844,51,1400,4,5986
"893",1,104338,0,2500,1,0,0,5982
"894",3,38312,0,37419,14,0,0,5980
"895",1,1860,0,65,2,0,0,5976
"896",1,54337,0,2131,9,230,1,5976
"897",1,218763,8753,11650,6,1150,3,5975
"898",1,26204,967,4030,6,2930,4,5989
"899",1,27876,0,0,0,0,0,5972
"900",4,115533,0,8867,15,0,0,5968
"901",2,129412,0,62510,21,0,0,5982
"902",3,172110,9325,21382,23,950,3,5944
"903",1,143378,0,3000,4,1500,3,5905
"904",4,120476,0,9406,14,0,0,5870
"905",2,15835,0,112171,16,0,0,5825
"906",2,289351,0,147787,35,500,1,5789
"907",1,32141,0,3500,14,0,0,5768
"908",1,967,0,980,2,0,0,5716
"909",1,20281,0,0,0,0,0,5567
"910",2,111072,0,50533,19,350,1,5541
"911",1,2111,0,100,1,0,0,5962
"912",2,322454,0,44591,23,250,1,5961
"913",1,4600,0,140,1,0,0,5959
"914",1,23390,0,1650,3,150,1,5958
"915",1,210496,0,9022,24,4900,19,5953
"916",1,40189,0,0,0,0,0,5952
"917",1,21747,0,0,0,0,0,5638
"918",2,212051,0,76256,23,2993,6,5523
"919",1,266200,0,5000,1,0,0,5583
"920",3,54148,0,40233,14,350,1,5949
"921",1,25512,0,0,0,0,0,5393
"922",1,28519,0,2125,2,0,0,5405
"923",2,219387,0,105913,21,150,2,5951
"924",4,163964,0,11385,11,0,0,5948
"925",1,49736,0,3200,4,700,3,6038
"926",1,10084,0,500,1,500,1,5946
"927",4,22988,0,9347,14,1200,4,5944
"928",1,17739,0,437,4,0,0,5941
"929",1,152426,0,6000,6,2000,4,5939
"930",1,34428,0,2625,10,0,0,5938
"931",2,124030,0,61599,16,0,0,5934
"932",1,17336,0,2375,12,0,0,5934
"933",2,290012,0,64360,18,650,2,5931
"934",4,29125,0,10930,14,0,0,5945
"935",3,83848,0,28202,14,0,0,5927
"936",2,133264,0,74067,21,0,0,5926
"937",3,124869,0,30116,16,0,0,5924
"938",3,39233,0,27545,13,0,0,5920
"939",4,13050,0,13617,16,0,0,5920
"940",3,90855,0,23992,13,0,0,5919
"941",3,44824,0,21107,19,2000,4,5916
"942",1,3663,0,894,10,0,0,5916
"943",3,44293,0,21920,21,100,1,5913
"944",4,31319,0,7552,5,0,0,5912
"945",4,40757,0,14002,11,0,0,5912
"946",1,130356,0,150,1,150,1,5910
"947",3,125077,0,21881,14,0,0,5905
"948",2,226826,0,91660,21,500,1,5906
"949",4,38150,0,16688,15,0,0,5854
"950",1,20342,0,3291,9,0,0,5829
"951",1,45781,0,6498,13,0,0,5801
"952",1,144525,0,2833,4,0,0,5785
"953",1,37571,0,7197,15,0,0,5762
"954",3,112013,0,24943,14,0,0,5734
"955",2,30638,0,48963,16,0,0,5696
"956",2,55997,0,68320,23,0,0,5899
"957",1,11447,0,1945,13,0,0,5902
"958",1,17778,0,0,0,0,0,5897
"959",3,13375,4301,15732,43,9200,28,5916
"960",3,118572,0,21426,19,0,0,5892
"961",1,13720,0,0,0,0,0,5884
"962",1,11030,0,0,0,0,0,5884
"963",3,8651,0,41586,22,950,5,5882
"964",2,281626,0,53521,16,0,0,5878
"965",3,26367,0,19649,15,0,0,5874
"966",1,120945,0,4300,4,300,2,5871
"967",2,2843,0,44130,35,7450,20,5869
"968",1,11782,0,0,0,0,0,5864
"969",1,89480,0,2946,4,1946,3,5902
"970",3,20702,0,30451,24,1100,5,5856
"971",1,15108,0,2850,16,0,0,5876
"972",4,24917,0,16239,13,150,1,5857
"973",2,132910,0,75540,46,250,1,5856
"974",1,61227,0,6957,10,0,0,5647
"975",1,2117,0,769,7,0,0,5609
"976",3,38964,0,35166,26,3200,8,5553
"977",1,20498,0,7826,20,7226,18,5491
"978",2,131554,0,64937,15,0,0,5428
"979",4,55661,0,15107,13,0,0,5387
"980",3,84949,0,41854,15,0,0,5336
"981",3,139897,0,21065,28,50,1,5329
"982",1,155587,0,6893,9,0,0,5279
"983",1,24310,0,2815,6,0,0,5266
"984",4,106115,0,16197,21,500,1,5219
"985",2,238641,0,61971,15,850,2,5849
"986",1,70671,0,0,0,0,0,5850
"987",1,31593,0,3128,12,0,0,5846
"988",3,101397,0,19173,12,0,0,5847
"989",4,133052,0,17424,15,0,0,5843
"990",4,37252,0,15774,19,0,0,5842
"991",1,15241,0,0,0,0,0,5840
"992",1,21101,0,7171,32,0,0,5839
"993",3,80612,0,32334,20,0,0,5839
"994",2,45542,0,59012,14,0,0,5835
"995",1,5274,0,2074,11,0,0,5834
"996",3,101089,0,23503,17,0,0,5834
"997",1,7560,0,0,0,0,0,5833
"998",2,255797,0,62107,16,0,0,5832
"999",2,192046,0,54818,52,1200,3,5829
"1000",2,370596,0,50120,12,0,0,5826
"1001",2,141491,0,63060,6,0,0,5827
"1002",3,89527,0,22206,14,0,0,5821
"1003",1,330644,0,0,0,0,0,5822
"1004",3,49430,0,31471,16,0,0,5822
"1005",4,114070,0,16293,24,250,1,5818
"1006",4,124004,0,9982,12,0,0,5815
"1007",1,10497,0,0,0,0,0,5815
"1008",1,8327,0,2900,4,150,1,5814
"1009",4,25463,0,7973,14,0,0,5813
"1010",2,85036,0,43825,21,0,0,5807
"1011",3,11449,0,24415,11,0,0,5864
"1012",1,54392,0,0,0,0,0,5807
"1013",1,52577,0,441,12,0,0,5804
"1014",1,80174,0,500,1,0,0,5804
"1015",1,96827,1094,12100,19,8100,17,5801
"1016",1,9489,0,5359,14,0,0,5807
"1017",1,57587,0,2620,6,0,0,5799
"1018",3,131306,0,32115,15,0,0,5797
"1019",4,39985,0,15103,21,0,0,5794
"1020",1,71627,0,3225,9,600,2,5793
"1021",3,161396,0,26695,11,1000,2,5792
"1022",1,81300,0,3750,5,250,3,5791
"1023",3,66015,0,26706,30,2676,7,5790
"1024",1,7800,0,200,1,0,0,5787
"1025",1,27348,0,3084,4,0,0,5824
"1026",4,153554,0,11786,6,1750,4,5784
"1027",1,42990,0,5345,3,0,0,5804
"1028",1,16664,0,0,0,0,0,5778
"1029",4,37618,0,17385,7,0,0,5818
"1030",4,53384,0,16907,12,0,0,5778
"1031",1,43326,0,1100,7,1100,7,5776
"1032",4,113683,0,11821,12,0,0,5773
"1033",3,77930,0,37541,35,3600,18,5773
"1034",3,27625,0,27799,16,500,1,5772
"1035",1,33835,0,2280,7,1000,2,5771
"1036",1,170049,3692,10232,16,750,2,5770
"1037",2,154664,0,73881,33,0,0,5769
"1038",3,36935,0,34448,17,0,0,5766
"1039",1,67904,0,81,1,0,0,5764
"1040",4,57434,0,11140,16,0,0,5770
"1041",1,11031,0,1600,5,0,0,5762
"1042",1,78268,0,6172,13,500,1,5758
"1043",2,98213,0,68013,29,0,0,5755
"1044",4,9430,0,11323,13,0,0,5756
"1045",3,5195,0,33050,3,50,1,5755
"1046",1,9793,0,3100,2,0,0,5755
"1047",4,34690,0,18124,14,0,0,5752
"1048",2,138368,0,68663,13,0,0,5755
"1049",3,63547,0,31745,14,0,0,5748
"1050",2,217130,0,51202,20,0,0,5745
"1051",1,14106,0,475,4,0,0,5749
"1052",4,44026,0,12282,18,634,1,5738
"1053",3,62183,1896,38635,18,0,0,5738
"1054",2,165534,0,71312,18,1000,2,5736
"1055",4,45358,0,14507,9,0,0,5735
"1056",2,72325,0,56792,16,0,0,5731
"1057",2,190285,0,69262,16,348,1,5728
"1058",4,235567,0,16106,15,0,0,5728
"1059",2,305519,0,79216,27,650,3,5724
"1060",4,161546,0,8042,6,600,2,5722
"1061",1,38884,0,2850,13,500,1,5729
"1062",4,42040,1000,14189,17,4034,13,5717
"1063",4,96988,0,7761,14,0,0,5715
"1064",1,24394,0,3250,3,250,1,5713
"1065",2,354641,0,77694,29,3600,9,5710
"1066",3,39313,0,24091,16,0,0,5706
"1067",3,468,0,26650,14,550,3,5708
"1068",3,146014,0,26366,17,700,3,5822
"1069",3,42999,0,33801,12,350,1,5653
"1070",3,37163,0,19318,14,0,0,4988
"1071",3,6158,0,27754,14,0,0,5546
"1072",3,108904,0,19931,17,0,0,5255
"1073",1,25168,0,500,1,500,1,5547
"1074",4,68454,0,13667,12,0,0,5559
"1075",4,70877,0,8956,15,0,0,5696
"1076",1,1057,0,433,5,0,0,5622
"1077",2,35342,0,70454,12,0,0,5534
"1078",1,16992,0,0,0,0,0,5582
"1079",1,2558,0,6264,10,0,0,5581
"1080",4,196093,0,14000,3,0,0,5595
"1081",4,269558,0,10000,1,0,0,5472
"1082",1,88500,0,2500,2,0,0,5090
"1083",1,8719,0,2000,9,0,0,5671
"1084",1,36936,0,2875,16,0,0,5492
"1085",1,427357,0,6027,12,0,0,5587
"1086",2,258422,0,48708,17,0,0,5657
"1087",4,75428,0,7539,14,0,0,5609
"1088",3,34383,0,22956,12,0,0,5611
"1089",4,82120,0,8000,3,0,0,5619
"1090",1,34546,0,1500,2,0,0,5612
"1091",1,92641,0,5265,6,0,0,5568
"1092",1,95100,0,1250,3,1250,3,5671
"1093",1,19960,0,0,0,0,0,4896
"1094",3,47150,0,39561,18,0,0,5577
"1095",1,1650,0,1250,3,250,1,5554
"1096",4,100992,0,8144,16,409,2,5422
"1097",1,68610,0,6115,12,0,0,5349
"1098",3,75684,0,27320,9,0,0,5316
"1099",1,42438,0,519,10,0,0,5349
"1100",2,17645,0,60978,20,0,0,5660
"1101",1,24545,0,0,0,0,0,5671
"1102",4,84633,0,10771,10,0,0,5479
"1103",2,103891,1388,140573,21,1150,3,5699
"1104",2,39847,0,95918,38,150,1,5694
"1105",4,47938,0,12656,13,0,0,5708
"1106",2,88929,0,44932,20,650,2,5694
"1107",2,129866,0,66150,30,0,0,5692
"1108",1,22585,0,3430,3,0,0,5689
"1109",3,47394,0,31347,19,2150,5,5688
"1110",4,73640,0,10192,14,0,0,5156
"1111",2,247743,0,51296,20,500,1,5087
"1112",2,295008,0,136704,27,0,0,5028
"1113",3,117543,4116,32355,21,600,2,4954
"1114",2,102803,0,90605,20,0,0,5701
"1115",4,89945,0,14218,16,350,1,5680
"1116",3,739476,0,24215,8,322,1,5678
"1117",4,69337,0,17740,13,0,0,5667
"1118",4,140866,0,15906,17,0,0,5672
"1119",1,25634,2505,0,0,0,0,5663
"1120",3,82078,0,40279,9,0,0,5664
"1121",1,33327,0,1000,1,0,0,5664
"1122",4,95783,0,14506,13,0,0,5659
"1123",1,27591,0,8209,34,1800,16,5659
"1124",2,82114,0,58335,15,0,0,5658
"1125",2,15917,2586,105449,25,200,2,5653
"1126",3,140511,0,32105,16,0,0,5651
"1127",4,375927,0,18202,30,1100,3,5652
"1128",4,28223,0,8625,12,0,0,5651
"1129",3,33129,0,30775,14,500,1,5647
"1130",1,1625,0,1375,4,0,0,1547
"1131",3,52819,0,37535,15,1000,2,5645
"1132",4,3507,1745,14500,7,0,0,5643
"1133",1,14769,0,500,1,0,0,5639
"1134",4,37215,0,8199,8,0,0,5637
"1135",2,115655,0,64968,21,500,1,5631
"1136",4,179251,0,14775,16,200,2,5629
"1137",4,24418,0,12533,13,0,0,5626
"1138",1,34562,0,1770,9,250,3,5622
"1139",2,144570,0,49052,15,0,0,5617
"1140",1,24813,0,4066,10,0,0,5225
"1141",2,48803,0,72129,14,0,0,5107
"1142",3,22116,0,20809,14,0,0,5463
"1143",1,8516,0,0,0,0,0,5566
"1144",3,36079,0,22506,22,150,1,5323
"1145",3,16872,0,28964,7,0,0,5479
"1146",4,62895,0,8500,4,0,0,5520
"1147",1,7383,0,7225,11,2750,7,5238
"1148",4,2261,0,15062,2,0,0,5556
"1149",4,66950,0,17303,20,2000,8,5464
"1150",1,84856,0,6894,13,0,0,5547
"1151",3,71128,2919,17950,17,4450,11,5162
"1152",1,39654,0,1625,6,0,0,5518
"1153",1,25214,0,1000,1,0,0,5598
"1154",4,48775,0,17494,15,0,0,5588
"1155",2,81952,0,64754,22,0,0,5427
"1156",3,46535,0,25891,14,150,1,5399
"1157",1,23130,0,5032,10,0,0,5500
"1158",4,100443,0,12744,21,0,0,5492
"1159",2,139664,0,63706,14,0,0,5505
"1160",1,31769,0,0,0,0,0,5464
"1161",4,60170,0,17235,14,0,0,5351
"1162",1,33373,0,0,0,0,0,5427
"1163",3,59385,0,22914,11,0,0,5476
"1164",2,210040,0,77333,39,0,0,5517
"1165",4,23379,0,11712,25,0,0,5499
"1166",4,22372,0,14766,12,0,0,4950
"1167",1,23120,0,4231,7,0,0,5615
"1168",1,46157,0,1625,3,500,1,5609
"1169",3,94896,0,38127,15,500,1,5602
"1170",3,12091,0,29271,15,0,0,5609
"1171",4,56451,0,9302,11,0,0,5597
"1172",3,106309,0,21873,22,1200,4,5594
"1173",4,121853,0,18120,18,2000,4,5589
"1174",4,4137,0,15891,19,0,0,5588
"1175",4,21676,0,15392,15,100,1,5584
"1176",4,36644,0,14506,13,0,0,5583
"1177",4,77102,0,13175,20,1850,6,5581
"1178",1,32214,11148,12717,10,0,0,5576
"1179",3,42351,0,28959,14,0,0,5594
"1180",3,34450,0,26996,7,0,0,5566
"1181",1,4151,0,375,3,0,0,5570
"1182",2,60646,888,57011,18,50,1,5559
"1183",1,44331,0,2850,3,350,1,5555
"1184",4,76742,0,17910,13,0,0,5547
"1185",1,27993,0,6000,3,0,0,5542
"1186",3,67770,0,23960,15,0,0,5539
"1187",3,30554,0,38243,25,0,0,5324
"1188",4,123646,0,12450,30,2450,29,5069
"1189",4,837979,0,18372,15,1450,4,5373
"1190",1,6584,0,0,0,0,0,5118
"1191",1,17489,0,5565,4,0,0,5380
"1192",1,28941,0,2935,6,0,0,4692
"1193",1,19085,0,827,11,0,0,5244
"1194",3,56480,0,35841,31,500,1,5401
"1195",1,8320,0,0,0,0,0,5164
"1196",1,13640,0,1500,5,0,0,4923
"1197",1,14739,0,1800,4,800,3,5332
"1198",1,30594,0,3250,12,0,0,5017
"1199",1,11162,0,0,0,0,0,4950
"1200",1,15964,0,0,0,0,0,5325
"1201",1,5583,0,3147,14,0,0,5365
"1202",1,38822,0,2000,9,0,0,5304
"1203",1,2305,0,0,0,0,0,5105
"1204",1,39372,0,4296,10,0,0,5190
"1205",1,25125,0,1875,8,0,0,5147
"1206",1,10288,0,1250,3,0,0,5532
"1207",4,135149,0,15300,19,3800,17,5267
"1208",1,4916,0,900,3,800,2,5107
"1209",3,163976,0,39098,18,2594,4,4922
"1210",1,207021,0,3600,4,100,1,5412
"1211",3,104442,0,38180,23,1450,5,5029
"1212",4,131992,0,12504,16,0,0,5372
"1213",1,2278,0,0,0,0,0,5175
"1214",3,34086,0,19669,18,1500,3,5344
"1215",1,8740,0,1250,3,0,0,5395
"1216",3,241918,0,40945,13,0,0,5379
"1217",4,26748,0,11981,14,0,0,5408
"1218",1,65969,0,2550,5,1050,3,5419
"1219",1,10009,0,0,0,0,0,5353
"1220",3,378759,0,28904,9,2303,4,5408
"1221",1,40965,10098,9850,11,1850,6,5429
"1222",2,57509,0,52449,19,150,1,5441
"1223",4,71503,0,7819,17,0,0,5080
"1224",4,110247,0,13690,16,0,0,5272
"1225",2,83572,745,101110,27,1700,5,5231
"1226",1,106234,5124,11160,26,0,0,5238
"1227",2,28205,0,101685,16,0,0,5267
"1228",4,7239,0,15835,15,0,0,5343
"1229",1,63638,0,0,0,0,0,5155
"1230",1,31967,0,1600,4,350,2,5101
"1231",1,97752,0,3676,10,0,0,5309
"1232",1,8327,0,0,0,0,0,5268
"1233",1,10179,0,5321,15,0,0,4989
"1234",4,23786,0,16950,4,0,0,5364
"1235",1,33020,0,6155,25,1500,3,5322
"1236",1,35316,0,1250,4,500,1,5330
"1237",1,146086,0,6950,17,6950,17,5345
"1238",1,15352,0,1350,4,0,0,5359
"1239",1,13522,0,5000,1,0,0,5162
"1240",1,13949,0,0,0,0,0,5374
"1241",4,99405,0,14150,11,2150,9,5400
"1242",4,50016,0,13495,14,0,0,4548
"1243",1,23696,0,5577,10,0,0,5531
"1244",1,55384,967,0,0,0,0,5309
"1245",2,166465,0,98717,30,0,0,5531
"1246",3,95207,0,30652,30,2348,8,5531
"1247",1,80431,0,2150,2,150,1,5531
"1248",4,49288,0,12538,19,600,2,5353
"1249",4,81291,0,10522,14,1430,1,5154
"1250",4,48877,0,11761,35,371,2,5371
